record_id,customer_id,site,event_time,metric_type,value,unit
1315,C1114,toulouse,2026-01-10T11:00:00,returns,12,count
1316,C1115,grenoble,2026-01-10T11:10:00,sales,3392.37,eur
1317,C1116,lille,2026-01-10T11:20:00,sales,174.79,eur
1318,C1117,toulouse,2026-01-10T11:30:00,returns,17,count
1319,C1118,paris,2026-01-10T11:40:00,sales,491.73,eur
1320,C1119,paris,2026-01-10T11:50:00,sales,624.84,eur
1321,C1120,lille,2026-01-10T12:00:00,sales,670.96,eur
1322,C1121,paris,2026-01-10T12:10:00,returns,21,count
1323,C1122,grenoble,2026-01-10T12:20:00,tickets,18,count
1324,C1123,paris,2026-01-10T12:30:00,sales,128.56,eur
1325,C1124,lille,2026-01-10T12:40:00,sales,4514.43,eur
1326,C1125,grenoble,2026-01-10T12:50:00,sales,478.05,eur
1327,C1126,lille,2026-01-10T13:00:00,sales,232.63,eur
1328,C1127,toulouse,2026-01-10T13:10:00,sales,856.59,eur
1329,C1128,lille,2026-01-10T13:20:00,returns,26,count
1330,C1129,lille,2026-01-10T13:30:00,returns,0,count
1331,C1130,lyon,2026-01-10T13:40:00,tickets,13,count
1332,C1131,lyon,2026-01-10T13:50:00,returns,6,count
1333,C1132,lille,2026-01-10T14:00:00,returns,8,count
1334,C1133,toulouse,2026-01-10T14:10:00,sales,192.55,eur
1335,C1134,grenoble,2026-01-10T14:20:00,tickets,7,count
1336,C1135,toulouse,2026-01-10T14:30:00,returns,13,count
1337,C1136,paris,2026-01-10T14:40:00,returns,1,count
1338,C1137,lyon,2026-01-10T14:50:00,returns,12,count
1339,C1138,toulouse,2026-01-10T15:00:00,returns,6,count
1340,C1139,toulouse,2026-01-10T15:10:00,sales,3161.16,eur
1341,C1140,grenoble,2026-01-10T15:20:00,sales,4947.23,eur
1342,C1141,lille,2026-01-10T15:30:00,returns,17,count
1343,C1142,toulouse,2026-01-10T15:40:00,returns,29,count
1344,C1143,lille,2026-01-10T15:50:00,tickets,10,count
1345,C1144,paris,2026-01-10T16:00:00,returns,5,count
1346,C1145,lyon,2026-01-10T16:10:00,returns,19,count
1347,C1146,grenoble,2026-01-10T16:20:00,sales,4480.91,eur
1348,C1147,lille,2026-01-10T16:30:00,sales,4047.1,eur
1349,C1148,toulouse,2026-01-10T16:40:00,tickets,11,count
1350,C1149,paris,2026-01-10T16:50:00,sales,4870.42,eur
1351,C1150,grenoble,2026-01-10T17:00:00,sales,3291.18,eur
1352,C1151,paris,2026-01-10T17:10:00,tickets,26,count
1353,C1152,lille,2026-01-10T17:20:00,sales,2886.95,eur
1354,C1153,lyon,2026-01-10T17:30:00,returns,29,count
1355,C1154,grenoble,2026-01-10T17:40:00,sales,1198.02,eur
1356,C1155,grenoble,2026-01-10T17:50:00,tickets,22,count
1357,C1156,grenoble,2026-01-10T18:00:00,tickets,0,count
1358,C1157,lyon,2026-01-10T18:10:00,tickets,18,count
1359,C1158,lyon,2026-01-10T18:20:00,tickets,30,count
1360,C1159,grenoble,2026-01-10T18:30:00,returns,17,count
1361,C1160,paris,2026-01-10T18:40:00,sales,2462.37,eur
1362,C1161,lyon,2026-01-10T18:50:00,sales,1178.46,eur
1363,C1162,paris,2026-01-10T19:00:00,sales,2641.71,eur
1364,C1163,toulouse,2026-01-10T19:10:00,returns,29,count
1365,C1164,grenoble,2026-01-10T19:20:00,sales,4036.1,eur
1366,C1165,grenoble,2026-01-10T19:30:00,tickets,5,count
1367,C1166,toulouse,2026-01-10T19:40:00,sales,129.13,eur
1368,C1167,lyon,2026-01-10T19:50:00,tickets,29,count
1369,C1168,grenoble,2026-01-10T20:00:00,sales,4235.47,eur
1370,C1169,lille,2026-01-10T20:10:00,sales,1880.48,eur
1371,C1170,grenoble,2026-01-10T20:20:00,tickets,3,count
1372,C1171,lyon,2026-01-10T20:30:00,returns,10,count
1373,C1172,lille,2026-01-10T20:40:00,sales,3667.11,eur
1374,C1173,lille,2026-01-10T20:50:00,tickets,30,count
1375,C1174,lyon,2026-01-10T21:00:00,tickets,10,count
1376,C1175,toulouse,2026-01-10T21:10:00,tickets,30,count
1377,C1176,toulouse,2026-01-10T21:20:00,tickets,28,count
1378,C1177,toulouse,2026-01-10T21:30:00,returns,7,count
1379,C1178,grenoble,2026-01-10T21:40:00,sales,1904.35,eur
1380,C1179,paris,2026-01-10T21:50:00,sales,904.99,eur
1381,C1180,toulouse,2026-01-10T22:00:00,tickets,30,count
1382,C1181,toulouse,2026-01-10T22:10:00,returns,27,count
1383,C1182,grenoble,2026-01-10T22:20:00,sales,926.77,eur
1384,C1183,toulouse,2026-01-10T22:30:00,tickets,7,count
1385,C1184,lyon,2026-01-10T22:40:00,sales,4684.71,eur
1386,C1185,paris,2026-01-10T22:50:00,returns,23,count
1387,C1186,grenoble,2026-01-10T23:00:00,sales,1747.11,eur
1388,C1187,paris,2026-01-10T23:10:00,sales,3188.21,eur
1389,C1188,grenoble,2026-01-10T23:20:00,tickets,21,count
1390,C1189,grenoble,2026-01-10T23:30:00,returns,0,count
1391,C1190,paris,2026-01-10T23:40:00,sales,1262.71,eur
1392,C1191,paris,2026-01-10T23:50:00,returns,8,count
1393,C1192,paris,2026-01-11T00:00:00,tickets,0,count
1394,C1193,lille,2026-01-11T00:10:00,returns,14,count
1395,C1194,lille,2026-01-11T00:20:00,sales,4425.07,eur
1396,C1195,toulouse,2026-01-11T00:30:00,returns,11,count
1397,C1196,lille,2026-01-11T00:40:00,returns,3,count
1398,C1197,lyon,2026-01-11T00:50:00,tickets,20,count
1399,C1198,paris,2026-01-11T01:00:00,sales,2267.41,eur
1400,C1199,grenoble,2026-01-11T01:10:00,returns,0,count
1401,C1200,paris,2026-01-11T01:20:00,returns,30,count
1402,C1201,lille,2026-01-11T01:30:00,sales,1722.2,eur
1403,C1202,toulouse,2026-01-11T01:40:00,sales,3665.29,eur
1404,C1203,toulouse,2026-01-11T01:50:00,sales,1702.99,eur
1405,C1204,paris,2026-01-11T02:00:00,returns,22,count
1406,C1205,lyon,2026-01-11T02:10:00,returns,30,count
1407,C1206,lille,2026-01-11T02:20:00,tickets,28,count
1408,C1207,grenoble,2026-01-11T02:30:00,sales,286.71,eur
1409,C1208,lille,2026-01-11T02:40:00,sales,4872.5,eur
1410,C1209,toulouse,2026-01-11T02:50:00,tickets,17,count
1411,C1210,grenoble,2026-01-11T03:00:00,returns,21,count
1412,C1211,paris,2026-01-11T03:10:00,returns,7,count
1413,C1212,toulouse,2026-01-11T03:20:00,sales,1976.65,eur
1414,C1213,paris,2026-01-11T03:30:00,returns,4,count
1415,C1214,lille,2026-01-11T03:40:00,returns,0,count
1416,C1215,toulouse,2026-01-11T03:50:00,sales,1486.86,eur
1417,C1216,paris,2026-01-11T04:00:00,returns,6,count
1418,C1217,grenoble,2026-01-11T04:10:00,sales,1050.63,eur
1419,C1218,paris,2026-01-11T04:20:00,sales,2378.38,eur
1420,C1219,lille,2026-01-11T04:30:00,returns,25,count
1421,C1220,grenoble,2026-01-11T04:40:00,returns,15,count
1422,C1221,lille,2026-01-11T04:50:00,sales,3216.49,eur
1423,C1222,lille,2026-01-11T05:00:00,sales,1867.68,eur
1424,C1223,lille,2026-01-11T05:10:00,returns,5,count
1425,C1224,lille,2026-01-11T05:20:00,sales,1331.21,eur
1426,C1225,grenoble,2026-01-11T05:30:00,returns,7,count
1427,C1226,lyon,2026-01-11T05:40:00,tickets,1,count
1428,C1227,paris,2026-01-11T05:50:00,tickets,21,count
1429,C1228,toulouse,2026-01-11T06:00:00,sales,3347.34,eur
1430,C1229,toulouse,2026-01-11T06:10:00,returns,24,count
1431,C1230,lille,2026-01-11T06:20:00,sales,2776.94,eur
1432,C1231,toulouse,2026-01-11T06:30:00,tickets,13,count
1433,C1232,lille,2026-01-11T06:40:00,tickets,27,count
1434,C1233,lyon,2026-01-11T06:50:00,tickets,28,count
1435,C1234,paris,2026-01-11T07:00:00,returns,9,count
1436,C1235,paris,2026-01-11T07:10:00,returns,28,count
1437,C1236,toulouse,2026-01-11T07:20:00,tickets,18,count
1438,C1237,toulouse,2026-01-11T07:30:00,tickets,21,count
1439,C1238,lille,2026-01-11T07:40:00,sales,619.0,eur
1440,C1239,lyon,2026-01-11T07:50:00,sales,4746.33,eur
1441,C1240,lyon,2026-01-11T08:00:00,sales,4046.13,eur
1442,C1241,lille,2026-01-11T08:10:00,sales,2128.41,eur
1443,C1242,lyon,2026-01-11T08:20:00,sales,4986.4,eur
1444,C1243,grenoble,2026-01-11T08:30:00,tickets,8,count
1445,C1244,paris,2026-01-11T08:40:00,tickets,29,count
1446,C1245,lille,2026-01-11T08:50:00,sales,1952.73,eur
1447,C1246,grenoble,2026-01-11T09:00:00,tickets,10,count
1448,C1247,paris,2026-01-11T09:10:00,tickets,14,count
1449,C1248,toulouse,2026-01-11T09:20:00,tickets,19,count
1450,C1249,lille,2026-01-11T09:30:00,tickets,25,count
1451,C1250,lyon,2026-01-11T09:40:00,sales,2083.92,eur
1452,C1251,toulouse,2026-01-11T09:50:00,tickets,18,count
1453,C1252,toulouse,2026-01-11T10:00:00,sales,4626.14,eur
1454,C1253,toulouse,2026-01-11T10:10:00,sales,3933.01,eur
1455,C1254,lille,2026-01-11T10:20:00,returns,28,count
1456,C1255,lille,2026-01-11T10:30:00,returns,12,count
1457,C1256,lille,2026-01-11T10:40:00,tickets,19,count
1458,C1257,lille,2026-01-11T10:50:00,sales,877.55,eur
1459,C1258,lille,2026-01-11T11:00:00,sales,3098.86,eur
1460,C1259,grenoble,2026-01-11T11:10:00,sales,1991.05,eur
1461,C1260,paris,2026-01-11T11:20:00,tickets,7,count
1462,C1261,grenoble,2026-01-11T11:30:00,tickets,15,count
1463,C1262,grenoble,2026-01-11T11:40:00,returns,0,count
1464,C1263,grenoble,2026-01-11T11:50:00,returns,9,count
1465,C1264,paris,2026-01-11T12:00:00,returns,27,count
1466,C1265,lille,2026-01-11T12:10:00,sales,689.24,eur
1467,C1266,lille,2026-01-11T12:20:00,returns,8,count
1468,C1267,paris,2026-01-11T12:30:00,tickets,20,count
1469,C1268,lille,2026-01-11T12:40:00,sales,2219.75,eur
1470,C1269,toulouse,2026-01-11T12:50:00,tickets,15,count
1471,C1270,paris,2026-01-11T13:00:00,returns,26,count
1472,C1271,lyon,2026-01-11T13:10:00,tickets,25,count
1473,C1272,toulouse,2026-01-11T13:20:00,sales,1569.39,eur
1474,C1273,toulouse,2026-01-11T13:30:00,returns,4,count
1475,C1274,lyon,2026-01-11T13:40:00,tickets,0,count
1476,C1275,lyon,2026-01-11T13:50:00,sales,4378.4,eur
1477,C1276,lille,2026-01-11T14:00:00,sales,1262.46,eur
1478,C1277,lyon,2026-01-11T14:10:00,sales,4591.79,eur
1479,C1278,lille,2026-01-11T14:20:00,returns,11,count
1480,C1279,paris,2026-01-11T14:30:00,tickets,12,count
1481,C1280,lyon,2026-01-11T14:40:00,tickets,0,count
1482,C1281,toulouse,2026-01-11T14:50:00,returns,15,count
1483,C1282,lille,2026-01-11T15:00:00,returns,5,count
1484,C1283,grenoble,2026-01-11T15:10:00,tickets,17,count
1485,C1284,grenoble,2026-01-11T15:20:00,returns,5,count
1486,C1285,paris,2026-01-11T15:30:00,tickets,26,count
1487,C1286,lille,2026-01-11T15:40:00,returns,0,count
1488,C1287,toulouse,2026-01-11T15:50:00,sales,831.28,eur
1489,C1288,lyon,2026-01-11T16:00:00,sales,4288.41,eur
1490,C1289,grenoble,2026-01-11T16:10:00,tickets,6,count
1491,C1290,toulouse,2026-01-11T16:20:00,tickets,13,count
1492,C1291,paris,2026-01-11T16:30:00,sales,4325.86,eur
1493,C1292,lyon,2026-01-11T16:40:00,returns,29,count
1494,C1293,toulouse,2026-01-11T16:50:00,tickets,5,count
1495,C1294,toulouse,2026-01-11T17:00:00,sales,1134.37,eur
1496,C1295,grenoble,2026-01-11T17:10:00,returns,22,count
1497,C1296,lille,2026-01-11T17:20:00,returns,28,count
1498,C1297,grenoble,2026-01-11T17:30:00,returns,14,count
1499,C1298,toulouse,2026-01-11T17:40:00,sales,2344.16,eur
1500,C1299,toulouse,2026-01-11T17:50:00,tickets,12,count
